gene,coefficient,abs_coefficient
ENSG00000240224_UGT1A5,-0.06008872304,0.06008872304
ENSG00000272799_AC006238.1,-0.05916345481,0.05916345481
Mcherry,0.05880275703,0.05880275703
ENSG00000170476_MZB1,0.05252358312,0.05252358312
ENSG00000231880_KF459542.1,0.05210311838,0.05210311838
ENSG00000166317_SYNPO2L,-0.05064488,0.05064488
ENSG00000253258_AC068228.1,0.05041771685,0.05041771685
ENSG00000203985_LDLRAD1,-0.05040251391,0.05040251391
ENSG00000274444_AC078909.2,-0.05019689551,0.05019689551
ENSG00000236204_LINC01376,-0.04940126436,0.04940126436
ENSG00000177938_CAPZA3,-0.04922289315,0.04922289315
ENSG00000274987_AC092794.1,-0.04841811532,0.04841811532
ENSG00000278493_AC039056.2,-0.04841586658,0.04841586658
ENSG00000257599_OVCH1-AS1,-0.04829069136,0.04829069136
ENSG00000278668_AC005899.7,-0.04788266418,0.04788266418
ENSG00000171116_HSFX1,-0.0478656015,0.0478656015
ENSG00000286389_AL731702.1,0.04745898657,0.04745898657
ENSG00000177363_LRRN4CL,0.04693633358,0.04693633358
ENSG00000250337_PURPL,-0.04599939476,0.04599939476
ENSG00000164675_IQUB,-0.04589569983,0.04589569983
ENSG00000286138_AC010336.8,0.04563018319,0.04563018319
ENSG00000009765_IYD,0.04540296166,0.04540296166
ENSG00000260287_TBC1D3G,-0.04524129683,0.04524129683
ENSG00000253704_AC023632.2,-0.04511310662,0.04511310662
ENSG00000256268_LINC02454,0.04504855962,0.04504855962
ENSG00000170209_ANKK1,-0.04450093486,0.04450093486
ENSG00000223935_LGALSL-DT,0.04448253361,0.04448253361
ENSG00000266126_AC005730.3,-0.04443810274,0.04443810274
ENSG00000272969_AC024243.1,0.0440584481,0.0440584481
ENSG00000162040_HS3ST6,-0.04363874582,0.04363874582
ENSG00000139549_DHH,-0.0432832682,0.0432832682
ENSG00000254842_LINC02551,0.04296860233,0.04296860233
ENSG00000126860_EVI2A,-0.04287305201,0.04287305201
ENSG00000271382_AC012464.3,-0.04280491838,0.04280491838
ENSG00000005379_TSPOAP1,-0.04224433021,0.04224433021
ENSG00000274600_RIMBP3B,0.04159661024,0.04159661024
ENSG00000280179_CU639417.5,0.04078356081,0.04078356081
ENSG00000287625_AC022210.2,0.04077237913,0.04077237913
ENSG00000100867_DHRS2,-0.04074702883,0.04074702883
ENSG00000276122_AC026336.3,0.04047680687,0.04047680687
ENSG00000128218_VPREB3,0.04043342363,0.04043342363
ENSG00000251396_LINC01301,-0.04022359591,0.04022359591
ENSG00000231170_AC002451.1,-0.04009491075,0.04009491075
ENSG00000228157_AC007952.2,-0.04007894999,0.04007894999
ENSG00000183638_RP1L1,0.04003779586,0.04003779586
ENSG00000273328_AC099329.2,-0.03994717818,0.03994717818
ENSG00000177191_B3GNT8,0.03991105416,0.03991105416
ENSG00000235899_LINC01564,0.03987397721,0.03987397721
ENSG00000272489_AL132656.3,0.0397868652,0.0397868652
ENSG00000173825_TIGD3,0.03956569276,0.03956569276
ENSG00000150510_FAM124A,0.03925804061,0.03925804061
ENSG00000250222_AC008443.5,-0.03924570726,0.03924570726
ENSG00000255256_AL136146.2,-0.03910889228,0.03910889228
ENSG00000274528_AC090970.2,-0.03906053263,0.03906053263
ENSG00000236263_AC234582.2,-0.03899761835,0.03899761835
ENSG00000139574_NPFF,0.03885274042,0.03885274042
ENSG00000287381_AC012433.2,0.03862774365,0.03862774365
ENSG00000260288_AC019294.2,-0.03862573712,0.03862573712
ENSG00000166342_NETO1,0.03847410358,0.03847410358
ENSG00000188660_LINC00319,-0.03844405277,0.03844405277
ENSG00000183785_TUBA8,-0.03841290955,0.03841290955
ENSG00000234817_AL136309.2,-0.03810957785,0.03810957785
ENSG00000248243_LINC02014,-0.03797171955,0.03797171955
ENSG00000271344_AC018638.6,-0.03772981188,0.03772981188
ENSG00000278299_TBC1D3C,-0.03755184196,0.03755184196
ENSG00000261663_AC009065.8,-0.03715214482,0.03715214482
ENSG00000106258_CYP3A5,0.03690139223,0.03690139223
ENSG00000175832_ETV4,0.03646270574,0.03646270574
ENSG00000232692_AP001596.1,-0.03638843312,0.03638843312
ENSG00000138639_ARHGAP24,-0.03628193042,0.03628193042
ENSG00000288018_AP003120.1,-0.0359214195,0.0359214195
ENSG00000276500_BMS1P14,0.03578503878,0.03578503878
ENSG00000122254_HS3ST2,0.03576812519,0.03576812519
ENSG00000241962_AC079447.1,-0.0355461824,0.0355461824
ENSG00000187908_DMBT1,0.03554127421,0.03554127421
ENSG00000261572_AC097639.1,0.03537084822,0.03537084822
ENSG00000115602_IL1RL1,0.03522848676,0.03522848676
ENSG00000261670_AC012213.2,-0.0352080223,0.0352080223
ENSG00000140057_AK7,-0.03500208182,0.03500208182
ENSG00000184451_CCR10,-0.03493755664,0.03493755664
ENSG00000131016_AKAP12,0.03462500204,0.03462500204
