gene,coefficient,abs_coefficient
ENSG00000272944_AC079834.2,-0.03951357033,0.03951357033
ENSG00000159339_PADI4,0.0384604594,0.0384604594
ENSG00000167601_AXL,0.03771156305,0.03771156305
ENSG00000273079_GRIN2B,-0.0369600523,0.0369600523
ENSG00000019582_CD74,-0.03653209649,0.03653209649
ENSG00000245468_LINC02447,-0.03622781167,0.03622781167
ENSG00000060982_BCAT1,-0.03616446678,0.03616446678
ENSG00000163218_PGLYRP4,-0.03613424465,0.03613424465
ENSG00000205838_TTC23L,-0.03604797977,0.03604797977
ENSG00000213022_KLK9,0.03598818202,0.03598818202
ENSG00000228570_NUTM2E,-0.03571526547,0.03571526547
ENSG00000286812_AP001120.5,-0.03564018276,0.03564018276
ENSG00000073756_PTGS2,-0.03540450844,0.03540450844
ENSG00000147168_IL2RG,-0.03523855363,0.03523855363
ENSG00000272674_PCDHB16,-0.03464728166,0.03464728166
ENSG00000258791_LINC00520,0.03448005774,0.03448005774
ENSG00000206073_SERPINB4,-0.03378314585,0.03378314585
ENSG00000285508_AL034430.1,-0.03372477145,0.03372477145
ENSG00000157335_CLEC18C,0.03371279381,0.03371279381
ENSG00000213471_TTLL13P,0.03348396317,0.03348396317
ENSG00000100867_DHRS2,0.03337243654,0.03337243654
ENSG00000245685_FRG1-DT,-0.03325687046,0.03325687046
ENSG00000245059_AC092718.1,-0.03315917728,0.03315917728
ENSG00000233532_LINC00460,0.03313672118,0.03313672118
ENSG00000090382_LYZ,-0.03312006806,0.03312006806
ENSG00000163283_ALPP,0.03302094322,0.03302094322
Mcherry,0.03281218432,0.03281218432
ENSG00000073737_DHRS9,0.03258636708,0.03258636708
ENSG00000165197_VEGFD,0.03252498417,0.03252498417
ENSG00000087495_PHACTR3,0.0324800895,0.0324800895
ENSG00000183287_CCBE1,0.03237490487,0.03237490487
ENSG00000235100_AL157400.3,-0.03229660546,0.03229660546
ENSG00000157765_SLC34A2,-0.03203051445,0.03203051445
ENSG00000275491_LINC01730,0.0320011371,0.0320011371
ENSG00000012223_LTF,-0.03185036603,0.03185036603
ENSG00000183908_LRRC55,-0.03180636838,0.03180636838
ENSG00000156689_GLYATL2,-0.0317572167,0.0317572167
ENSG00000163121_NEURL3,-0.03157314112,0.03157314112
ENSG00000177138_FAM9B,0.03142047346,0.03142047346
ENSG00000260966_AP001486.2,-0.03117556094,0.03117556094
ENSG00000178397_FAM220A,-0.03102024679,0.03102024679
ENSG00000142583_SLC2A5,0.03101265906,0.03101265906
ENSG00000256571_AC079866.2,-0.03098991304,0.03098991304
ENSG00000162896_PIGR,-0.03087739606,0.03087739606
ENSG00000115602_IL1RL1,0.0308365545,0.0308365545
ENSG00000245080_MIR3150BHG,-0.0307204711,0.0307204711
ENSG00000244405_ETV5,0.03068817388,0.03068817388
ENSG00000163735_CXCL5,-0.03067476293,0.03067476293
ENSG00000205639_MFSD2B,0.03024063174,0.03024063174
ENSG00000133048_CHI3L1,-0.03005038912,0.03005038912
ENSG00000256671_LIMS4,0.02998510635,0.02998510635
ENSG00000160712_IL6R,0.02995624483,0.02995624483
ENSG00000276166_AC092118.2,0.02987527485,0.02987527485
ENSG00000280191_LINC01669,0.02983047179,0.02983047179
ENSG00000183690_EFHC2,-0.0297953098,0.0297953098
ENSG00000143556_S100A7,-0.02966227,0.02966227
ENSG00000152377_SPOCK1,0.02958084204,0.02958084204
ENSG00000238266_LINC00707,0.02954570406,0.02954570406
ENSG00000233117_LINC00702,0.02948933434,0.02948933434
ENSG00000233930_KRTAP5-AS1,0.02946794622,0.02946794622
ENSG00000143546_S100A8,-0.02914961195,0.02914961195
ENSG00000127954_STEAP4,-0.0291120777,0.0291120777
ENSG00000163736_PPBP,-0.02897480904,0.02897480904
ENSG00000143469_SYT14,0.02887381106,0.02887381106
ENSG00000149150_SLC43A1,0.02880723163,0.02880723163
ENSG00000115009_CCL20,-0.02868897131,0.02868897131
ENSG00000175287_PHYHD1,0.02868165969,0.02868165969
ENSG00000103355_PRSS33,-0.02863793295,0.02863793295
ENSG00000213886_UBD,-0.02863014085,0.02863014085
ENSG00000183479_TREX2,0.02862411697,0.02862411697
ENSG00000140254_DUOXA1,0.02861350317,0.02861350317
ENSG00000224712_NPIPA3,0.02847048321,0.02847048321
ENSG00000176136_MC5R,-0.02840473492,0.02840473492
ENSG00000163220_S100A9,-0.02821420708,0.02821420708
ENSG00000145358_DDIT4L,-0.02820947051,0.02820947051
ENSG00000153446_C16orf89,-0.02820244785,0.02820244785
ENSG00000167723_TRPV3,0.02816951244,0.02816951244
ENSG00000234776_C11orf94,0.02816394104,0.02816394104
ENSG00000255491_AC100858.3,-0.0281417819,0.0281417819
ENSG00000140465_CYP1A1,0.0280489469,0.0280489469
ENSG00000134363_FST,0.02801277274,0.02801277274
ENSG00000163357_DCST1,0.02786372207,0.02786372207
ENSG00000170835_CEL,0.02785513028,0.02785513028
ENSG00000280213_UCKL1-AS1,0.02777427286,0.02777427286
ENSG00000172137_CALB2,0.02764276394,0.02764276394
ENSG00000236754_AC007666.1,0.02744446281,0.02744446281
ENSG00000198542_ITGBL1,0.02741671753,0.02741671753
ENSG00000266844_AC093330.1,0.02710869935,0.02710869935
ENSG00000169429_CXCL8,-0.02686054321,0.02686054321
ENSG00000278299_TBC1D3C,0.0266387917,0.0266387917
ENSG00000157613_CREB3L1,-0.02658707454,0.02658707454
ENSG00000178462_TUBAL3,-0.02638729176,0.02638729176
ENSG00000225163_LINC00618,0.02637660955,0.02637660955
ENSG00000260287_TBC1D3G,0.02632837582,0.02632837582
ENSG00000144130_NT5DC4,0.02628313095,0.02628313095
ENSG00000244067_GSTA2,-0.02627766684,0.02627766684
ENSG00000010310_GIPR,0.02621096047,0.02621096047
ENSG00000274251_AP003419.2,0.02610116905,0.02610116905
ENSG00000227110_LMCD1-AS1,0.02599373755,0.02599373755
ENSG00000172940_SLC22A13,0.02594353995,0.02594353995
ENSG00000154764_WNT7A,0.02594185026,0.02594185026
ENSG00000167772_ANGPTL4,0.02593675128,0.02593675128
ENSG00000277758_FO681492.1,-0.02579610473,0.02579610473
ENSG00000167992_VWCE,0.02572796379,0.02572796379
ENSG00000234289_H2BFS,-0.02564994398,0.02564994398
ENSG00000268812_AC004264.1,0.02552422066,0.02552422066
ENSG00000105655_ISYNA1,0.02541076081,0.02541076081
ENSG00000175920_DOK7,0.02519696744,0.02519696744
ENSG00000185955_C7orf61,0.0251680013,0.0251680013
ENSG00000145335_SNCA,-0.0251183149,0.0251183149
ENSG00000122254_HS3ST2,0.02505410766,0.02505410766
ENSG00000282572_AC215522.2,0.02499367756,0.02499367756
ENSG00000129437_KLK14,0.02496666676,0.02496666676
ENSG00000166126_AMN,0.02471923421,0.02471923421
ENSG00000270190_AC068491.3,0.02461819503,0.02461819503
ENSG00000274933_TBC1D3I,0.02456373507,0.02456373507
ENSG00000184489_PTP4A3,-0.02454271017,0.02454271017
ENSG00000260179_AL162741.1,0.02451529716,0.02451529716
ENSG00000270696_AC005034.3,-0.02447220953,0.02447220953
ENSG00000171557_FGG,-0.02427049115,0.02427049115
ENSG00000272663_AC093635.1,0.02426908641,0.02426908641
ENSG00000251611_FAM160A1-DT,0.02418231607,0.02418231607
ENSG00000127578_WFIKKN1,0.0241804956,0.0241804956
ENSG00000166268_MYRFL,0.02407302046,0.02407302046
ENSG00000236017_ASMTL-AS1,0.02397924654,0.02397924654
ENSG00000205085_FAM71F2,0.02391551113,0.02391551113
ENSG00000274419_TBC1D3D,0.02390565848,0.02390565848
ENSG00000189377_CXCL17,-0.02386300379,0.02386300379
ENSG00000140379_BCL2A1,-0.02375642061,0.02375642061
ENSG00000260360_AL353708.1,0.02355376041,0.02355376041
ENSG00000179921_GPBAR1,0.0234943969,0.0234943969
ENSG00000254985_RSF1-IT2,-0.0233917746,0.0233917746
ENSG00000051523_CYBA,0.02335670607,0.02335670607
ENSG00000269054_AC012313.6,0.02322323099,0.02322323099
ENSG00000204776_IGKV1OR-3,0.02310882468,0.02310882468
ENSG00000140451_PIF1,0.02304034177,0.02304034177
ENSG00000063438_AHRR,0.0229607949,0.0229607949
ENSG00000188818_ZDHHC11,0.02291626044,0.02291626044
ENSG00000156509_FBXO43,0.02288879987,0.02288879987
ENSG00000267226_AC104971.1,-0.02283248275,0.02283248275
ENSG00000183397_C19orf71,0.0227487106,0.0227487106
ENSG00000135451_TROAP,0.02274720877,0.02274720877
ENSG00000272754_AL133245.1,0.02274513109,0.02274513109
ENSG00000197558_SSPO,0.02272020267,0.02272020267
ENSG00000162461_SLC25A34,0.02263488008,0.02263488008
ENSG00000284906_ARHGAP11B,0.02253399052,0.02253399052
ENSG00000168306_ACOX2,0.02250186925,0.02250186925
ENSG00000188219_POTEE,0.02250097407,0.02250097407
ENSG00000184163_C1QTNF12,0.02249955988,0.02249955988
ENSG00000260423_LINC02367,0.02248670409,0.02248670409
ENSG00000287726_AC005740.5,0.02241754462,0.02241754462
ENSG00000188124_OR2AG2,0.02234471949,0.02234471949
ENSG00000276075_AC027682.6,0.02221126152,0.02221126152
ENSG00000143028_SYPL2,-0.02217593279,0.02217593279
ENSG00000198569_SLC34A3,0.02204879154,0.02204879154
ENSG00000287193_AC132938.6,0.0219995046,0.0219995046
ENSG00000147166_ITGB1BP2,0.02194982178,0.02194982178
ENSG00000256443_AP003559.1,-0.02194294933,0.02194294933
ENSG00000236305_SLC12A9-AS1,-0.02187741513,0.02187741513
ENSG00000133321_PLAAT4,-0.02187526863,0.02187526863
ENSG00000236871_LINC00106,0.02185929386,0.02185929386
ENSG00000261052_SULT1A3,0.02180401399,0.02180401399
ENSG00000205592_MUC19,0.02168481998,0.02168481998
ENSG00000196296_ATP2A1,0.02160204884,0.02160204884
ENSG00000105131_EPHX3,0.02159751683,0.02159751683
ENSG00000156755_IGKV1OR-2,0.02151494715,0.02151494715
ENSG00000153902_LGI4,0.02149673473,0.02149673473
ENSG00000224940_PRRT4,-0.02147593772,0.02147593772
ENSG00000274600_RIMBP3B,0.0214601097,0.0214601097
ENSG00000148483_TMEM236,0.02127619407,0.02127619407
ENSG00000111644_ACRBP,0.02126937033,0.02126937033
ENSG00000254094_AC078852.2,0.02123813247,0.02123813247
ENSG00000005249_PRKAR2B,-0.02115407183,0.02115407183
ENSG00000243566_UPK3B,0.02112450585,0.02112450585
ENSG00000171116_HSFX1,-0.02109779071,0.02109779071
ENSG00000274403_AC090510.2,-0.02095871295,0.02095871295
ENSG00000267457_AC004223.2,0.02095548387,0.02095548387
ENSG00000232710_AC254562.2,0.02093631223,0.02093631223
ENSG00000258643_BCL2L2-PABPN1,0.02082525099,0.02082525099
ENSG00000261123_AC009065.5,0.02079762961,0.02079762961
ENSG00000262869_AC099684.3,0.02078052656,0.02078052656
ENSG00000205710_C17orf107,0.02072829875,0.02072829875
ENSG00000239906_AL627309.2,0.02072408816,0.02072408816
ENSG00000085514_PILRA,0.02071993287,0.02071993287
ENSG00000224388_BACE2-IT1,0.02068573356,0.02068573356
ENSG00000270681_AC095055.1,-0.02068550107,0.02068550107
ENSG00000186994_KANK3,0.02048523041,0.02048523041
ENSG00000188981_MSANTD1,0.0204573061,0.0204573061
ENSG00000273133_AC116651.1,0.02045289769,0.02045289769
ENSG00000100918_REC8,0.02039968309,0.02039968309
ENSG00000287338_AL929091.1,-0.02035990797,0.02035990797
ENSG00000039987_BEST2,0.02004975978,0.02004975978
ENSG00000268836_Z69706.1,-0.02004559006,0.02004559006
ENSG00000276916_AL442125.2,0.02003719234,0.02003719234
ENSG00000272573_MUSTN1,0.02003704877,0.02003704877
ENSG00000272692_AC010997.4,0.0198713322,0.0198713322
ENSG00000260528_FAM157C,0.01984263486,0.01984263486
ENSG00000125999_BPIFB1,-0.01981555601,0.01981555601
ENSG00000262089_AC040977.1,0.01971556822,0.01971556822
ENSG00000185837_HDHD5-AS1,0.01955413809,0.01955413809
ENSG00000101306_MYLK2,0.01955369698,0.01955369698
ENSG00000258199_AC073896.4,0.01953250545,0.01953250545
ENSG00000273542_HIST1H4K,0.0194949616,0.0194949616
ENSG00000178115_GOLGA8Q,0.01936480186,0.01936480186
ENSG00000249628_LINC00942,0.01933721833,0.01933721833
ENSG00000233725_NRAD1,-0.01928356221,0.01928356221
ENSG00000254017_IGHEP2,0.01925922439,0.01925922439
ENSG00000095752_IL11,0.01925153262,0.01925153262
ENSG00000242866_STRC,0.01914082024,0.01914082024
ENSG00000103269_RHBDL1,0.01907457231,0.01907457231
ENSG00000283528_TCAF2C,-0.01884447764,0.01884447764
ENSG00000177943_MAMDC4,0.01879011897,0.01879011897
ENSG00000287467_AC037459.4,0.01874644512,0.01874644512
ENSG00000008226_DLEC1,0.01867163943,0.01867163943
ENSG00000067715_SYT1,-0.0186465415,0.0186465415
ENSG00000261118_AC092123.1,0.01857755108,0.01857755108
ENSG00000229021_AL450992.1,0.01852039147,0.01852039147
ENSG00000144671_SLC22A14,0.01851726379,0.01851726379
ENSG00000251169_LINC01843,0.01847027068,0.01847027068
ENSG00000278716_AC133540.1,0.01842672399,0.01842672399
ENSG00000104941_RSPH6A,0.01823097113,0.01823097113
ENSG00000231305_AC112484.1,0.01821407528,0.01821407528
ENSG00000094963_FMO2,-0.01820184884,0.01820184884
ENSG00000278996_FP671120.4,-0.01817452417,0.01817452417
ENSG00000262903_AC027796.4,0.01814925203,0.01814925203
ENSG00000242082_SLC5A4-AS1,-0.01813280281,0.01813280281
ENSG00000143226_FCGR2A,-0.01805723406,0.01805723406
ENSG00000260648_AC020658.3,0.01804813132,0.01804813132
ENSG00000280136_AC240565.1,0.01802027812,0.01802027812
ENSG00000204248_COL11A2,0.01799169272,0.01799169272
ENSG00000254602_AP000662.1,0.0179404697,0.0179404697
ENSG00000229848_AC139149.1,0.01791758427,0.01791758427
ENSG00000163815_CLEC3B,0.01784882074,0.01784882074
ENSG00000105146_AURKC,0.01767799977,0.01767799977
ENSG00000272717_AC112236.2,0.01766427538,0.01766427538
ENSG00000229314_ORM1,-0.01750197543,0.01750197543
ENSG00000163364_LINC01116,-0.01737369078,0.01737369078
ENSG00000103888_CEMIP,0.01728806315,0.01728806315
ENSG00000164047_CAMP,-0.01727296398,0.01727296398
ENSG00000272735_AC007881.3,0.01726447341,0.01726447341
ENSG00000154133_ROBO4,0.01720034143,0.01720034143
ENSG00000186765_FSCN2,0.01719865199,0.01719865199
ENSG00000244693_CTAGE8,-0.01716793585,0.01716793585
ENSG00000281721_LINC01080,0.01714020895,0.01714020895
ENSG00000188004_SNHG28,0.01710979153,0.01710979153
ENSG00000261663_AC009065.8,0.01709582547,0.01709582547
ENSG00000084710_EFR3B,-0.01708552667,0.01708552667
ENSG00000091536_MYO15A,0.01702604898,0.01702604898
ENSG00000183246_RIMBP3C,-0.01701343385,0.01701343385
ENSG00000273249_BX649632.1,0.01695813144,0.01695813144
ENSG00000229719_MIR194-2HG,0.01673753021,0.01673753021
ENSG00000268738_HSFX2,0.01671482533,0.01671482533
ENSG00000231646_FSIP2-AS1,0.01664337401,0.01664337401
ENSG00000099957_P2RX6,0.01657233151,0.01657233151
ENSG00000258512_LINC00239,-0.01637033736,0.01637033736
ENSG00000089692_LAG3,0.01631649214,0.01631649214
ENSG00000152284_TCF7L1,-0.01626000297,0.01626000297
ENSG00000146453_PNLDC1,0.0161720492,0.0161720492
ENSG00000286053_ASDURF,-0.01599367535,0.01599367535
ENSG00000123685_BATF3,-0.01598626853,0.01598626853
ENSG00000274611_TBC1D3,0.01589281661,0.01589281661
ENSG00000269053_AC010319.3,0.01583092205,0.01583092205
ENSG00000163352_LENEP,0.01577763867,0.01577763867
ENSG00000149609_C20orf144,0.01577235384,0.01577235384
ENSG00000271387_AL445228.2,0.01575409505,0.01575409505
ENSG00000272567_AC109347.2,-0.01573836955,0.01573836955
ENSG00000275793_RIMBP3,-0.01565154203,0.01565154203
ENSG00000285480_AC021097.2,0.0153514998,0.0153514998
ENSG00000009724_MASP2,0.01519390963,0.01519390963
ENSG00000276997_AL513314.2,0.01516657848,0.01516657848
ENSG00000260310_AC027277.2,0.01514174207,0.01514174207
ENSG00000260465_AC018557.1,0.01500174372,0.01500174372
ENSG00000237605_AL591846.2,-0.01495556428,0.01495556428
ENSG00000267436_AC005786.3,0.01493675367,0.01493675367
ENSG00000115590_IL1R2,0.01482708659,0.01482708659
ENSG00000005961_ITGA2B,0.01473014038,0.01473014038
ENSG00000196834_POTEI,0.01470251156,0.01470251156
ENSG00000262681_AC005722.3,0.01469350639,0.01469350639
ENSG00000241728_AP001062.3,0.01463494504,0.01463494504
ENSG00000257335_MGAM,0.01451223441,0.01451223441
ENSG00000158869_FCER1G,-0.01448256029,0.01448256029
ENSG00000171564_FGB,-0.01445960306,0.01445960306
ENSG00000263766_AC025682.1,0.0144385002,0.0144385002
ENSG00000102385_DRP2,0.01427092077,0.01427092077
ENSG00000276702_AC010809.3,-0.01425340877,0.01425340877
ENSG00000105711_SCN1B,0.01419774865,0.01419774865
ENSG00000105509_HAS1,0.01409946955,0.01409946955
ENSG00000218416_AC110619.1,0.01406202953,0.01406202953
ENSG00000198821_CD247,0.01403928861,0.01403928861
ENSG00000284713_SMIM38,0.01395964845,0.01395964845
ENSG00000260167_AC093249.2,0.01393866263,0.01393866263
ENSG00000121380_BCL2L14,-0.01389705138,0.01389705138
ENSG00000234431_AC007283.1,-0.01381571074,0.01381571074
ENSG00000178726_THBD,0.01370674941,0.01370674941
ENSG00000159173_TNNI1,0.01365882076,0.01365882076
ENSG00000259713_AC013391.2,0.01364463647,0.01364463647
ENSG00000160161_CILP2,0.0136212488,0.0136212488
ENSG00000213809_KLRK1,0.01362062209,0.01362062209
ENSG00000250764_AC025178.1,0.01361229897,0.01361229897
ENSG00000224888_AC138028.2,0.01351551332,0.01351551332
ENSG00000132837_DMGDH,0.01335614201,0.01335614201
ENSG00000276272_AC024884.2,0.01331553318,0.01331553318
ENSG00000277991_FP236241.1,0.01330457591,0.01330457591
ENSG00000181444_ZNF467,-0.0133032602,0.0133032602
ENSG00000180336_MEIOC,0.01321331722,0.01321331722
ENSG00000286563_AC078983.1,0.01318152737,0.01318152737
ENSG00000126778_SIX1,-0.01318142681,0.01318142681
ENSG00000163464_CXCR1,0.01308525703,0.01308525703
ENSG00000261247_GOLGA8T,0.01299156428,0.01299156428
ENSG00000255234_AP000446.1,0.01295301672,0.01295301672
ENSG00000223547_ZNF844,0.01284495395,0.01284495395
ENSG00000275496_CU633906.1,0.01282212126,0.01282212126
ENSG00000261204_AC004449.1,0.01273486671,0.01273486671
ENSG00000224985_AL590714.1,-0.01272899018,0.01272899018
ENSG00000131379_C3orf20,0.01268241033,0.01268241033
ENSG00000171747_LGALS4,0.01260920618,0.01260920618
ENSG00000166592_RRAD,0.01236888168,0.01236888168
ENSG00000114124_GRK7,0.01232277719,0.01232277719
ENSG00000274954_AC090971.5,-0.01211630458,0.01211630458
ENSG00000145002_FAM86B2,0.01206542537,0.01206542537
ENSG00000155026_RSPH10B,0.01204586493,0.01204586493
